survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link,citation
issp2017,,country,,,,,dateyr,,weight,gesis,issp,ZA6980,,,,,,
issp2018,,country,,,,,dateyr,,weight,gesis,issp,ZA7570,,,,,,
issp2018ext,,country,,,,,dateyr,,weight,gesis,issp,ZA7630,,,,,,
issp2018tn,,Tunisia,,,,2019,,,weight,gesis,issp,ZA7629,,,,,,
issp2018ve,,Venezuela,,,,2018,,,weight,gesis,issp,ZA5522,,,,,,
issp2019,,country,,,,,dateyr,,weight,gesis,issp,ZA7600,,,,,,
issp2020,,country,,,,,dateyr,,weight,gesis,issp,ZA7650,,,,,,
itanes1968,,Italy,,,,1968,,,,misc,itanes,itanes1968,,http://www.itanes.org/wp-json/ebd/file/0a673317eb,,,,
itanes1972,,Italy,,,,1972,,,,misc,itanes,itanes1972,,http://www.itanes.org/wp-json/ebd/file/77685b74e4,,,,
itanes1975,,Italy,,,,1975,,,,misc,itanes,itanes1975,,http://www.itanes.org/wp-json/ebd/file/1eae70a8b2,,,,
itanes1985,,Italy,,,,1985,,,,misc,itanes,itanes1985,,http://www.itanes.org/wp-json/ebd/file/4031b7bede,,,,"Istituto Cattaneo, Italian National Election Studies, 1985 [Dataset]"
itanes1990,,Italy,,,,1990,,,weight,misc,itanes,itanes1990,,http://www.itanes.org/wp-json/ebd/file/ca9aff8b2b,,,,"Istituto Cattaneo, Italian National Election Studies, 1990 [Dataset]"
itanes1992,,Italy,,,,1992,,,,misc,itanes,itanes1992,,http://www.itanes.org/wp-json/ebd/file/d7f3ce5fca,,,,
itanes1994,,Italy,,,,1994,,,,misc,itanes,itanes1994,,http://www.itanes.org/wp-json/ebd/file/d4ae0baaad,,,,
itanes1996,,Italy,,,,1996,,,,misc,itanes,itanes1996,,http://www.itanes.org/wp-json/ebd/file/c9d8c7cebc,,,,"Istituto Cattaneo, Italian National Election Studies, 1996 [Dataset]"
itanes2001,,Italy,,,,2001,,,,misc,itanes,itanes2001,,http://www.itanes.org/wp-json/ebd/file/17fe04268f,,,,"Istituto Cattaneo, Italian National Election Studies, 2001 [Dataset]"
itanes2001_2006_01,,Italy,,,,2001,,,,misc,itanes,itanes2001_2006_01,,http://www.itanes.org/wp-json/ebd/file/17fe04268f,,,,
itanes2001_2006_04,,Italy,,,,2004,,,weight_04,misc,itanes,itanes2001_2006_04,,http://www.itanes.org/wp-json/ebd/file/17fe04268f,,,,"Istituto Cattaneo, Italian National Election Studies, 2004 [Dataset]"
itanes2001_2006_06,,Italy,,,,2006,,,peso_06,misc,itanes,itanes2001_2006_06,,http://www.itanes.org/wp-json/ebd/file/17fe04268f,,,,"Istituto Cattaneo, Italian National Election Studies, 2006 [Dataset]"
itanes2006,,Italy,,,,2006,,,apesdox,misc,itanes,itanes2006,,http://www.itanes.org/wp-json/ebd/file/4d55bb2e5d,,,,
itanes2006prepost,,Italy,,,,2006,,,cweight,misc,itanes,itanes2006prepost,,http://www.itanes.org/wp-json/ebd/file/52f06ba236,,,,
itanes2008,,Italy,,,,2008,,,,misc,itanes,itanes2008,,http://www.itanes.org/wp-json/ebd/file/de5f6c0938,,,,"Istituto Cattaneo, Italian National Election Studies, 2008 [Dataset]"
itanes2011_2013,,Italy,,,,2011,,,,misc,itanes,itanes2011_2013,,http://www.itanes.org/wp-json/ebd/file/6def6a6067,,,,"Istituto Cattaneo, Italian National Election Studies, 2011 [Dataset]"
itanes2013capi,,Italy,,,,2013,,,,misc,itanes,itanes2013capi,,http://www.itanes.org/wp-json/ebd/file/90386b747f,,,,"Istituto Cattaneo, Italian National Election Studies, 2013 [Dataset]"
itanes2013rcs,,Italy,,,,2013,,,,misc,itanes,itanes2013rcs,,http://www.itanes.org/wp-json/ebd/file/db36e0c771,,,,
itanes2016,,Italy,,,,2016,,,,misc,itanes,itanes2016,,http://www.itanes.org/wp-json/ebd/file/9d692f250d,,,,
itanes2018,,Italy,,,,2018,,,,misc,itanes,itanes2018,,http://www.itanes.org/wp-json/ebd/file/8e3fddbed0,,,,"Istituto Cattaneo, Italian National Election Studies, 2018 [Dataset]"
itdoxa199303,,Italy,,,,1993,,,,roper,itdoxa,ITDOXA1993-93010-07,,,,,,
jgss,,Japan,,,,,ryear,,weight,icpsr,jgss,ICPSR_04472,,,,,,
jgss2005,,Japan,,,,2005,,,weight,gesis,jgss,ZA4270,,,,,,
jgss2006,,Japan,,,,2006,,,weight,gesis,jgss,ZA4873,,,,,,
jgss2008,,Japan,,,,2008,,,weight,gesis,jgss,ZA5294,,,,,,
jgss2010,,Japan,,,,2010,,,weight,gesis,jgss,ZA5352,,,,,,
jgss2012,,Japan,,,,2012,,,weight,gesis,jgss,ZA6427,,,,,,
jgss2015,,Japan,,,,2015,,,weight,icpsr,jgss,ICPSR_37874,,,,,,
jgss2018,,Japan,,,,2018,,,weight,icpsr,jgss,ICPSR_38162,,,,,,
jpvc1991,,Japan,,,,1991,,,,misc,ssjda,jpvc1991,,,,,,
jvo_combo,,kaisu,,"tibble(orig = c(""1st"", ""2nd"", ""3rd"", ""4th"", ""5th"", ""6th"", ""7th"", ""8th""), dest = ""Japan"")",,,,"tibble(orig = c(""1st"", ""2nd"", ""3rd"", ""4th"", ""5th"", ""6th"", ""7th"", ""8th""), year = seq(1973, 2008, by = 5))",,misc,ssjda,jvo_combo,,,,,,
kgss,,Korea,,,,,year,,,misc,kgss,kgss,,https://kgss.skku.edu/_res/kgss/etc/2003-2021_KGSS_ENG_public_v3_20230210.sav/wp-content/uploads/2020/02/2003-2018_KGSS_eng_v2-02102020.zip,https://kgss.skku.edu/_res/kgss/etc/2003-2021_KGSS_________v2.pdf,,,
kgss_combo,,Korea,,,,,year,,,icpsr,kgss,ICPSR_38577,,,,,,
kobar1994,,Korea,,,,1994,,,,misc,kobar,kobar1994,,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/1994data.zip,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/code%20books/kobar1994-en.pdf,,,"Shin, Doh Chull, 2010, Korea Barometer Survey 1994 [dataset]"
kobar1996,,Korea,,,,1996,,,,misc,kobar,kobar1996,,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/1996data.zip,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/code%20books/kobar1996-en.pdf,,,"Shin, Doh Chull, 2010, Korea Barometer Survey 1996 [dataset]"
kobar1997,,Korea,,,,1997,,,,misc,kobar,kobar1997,,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/1997data.zip,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/code%20books/kobar1997-en.pdf,,,"Shin, Doh Chull, 2010, Korea Barometer Survey 1997 [dataset]"
kobar1998,,Korea,,,,1998,,,,misc,kobar,kobar1998,,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/1998data.zip,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/code%20books/kdb1998.doc,,,"Shin, Doh Chull, 2010, Korea Barometer Survey 1998 [dataset]"
kobar1999,,Korea,,,,1999,,,,misc,kobar,kobar1999,,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/1999data.zip,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/code%20books/Kdb1999.doc,,,"Shin, Doh Chull, 2010, Korea Barometer Survey 1999 [dataset]"
kobar2001,,Korea,,,,2001,,,,misc,kobar,kobar2001,,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/2001data.zip,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/code%20books/Kdb2001.doc,,,"Shin, Doh Chull, 2010, Korea Barometer Survey 2001 [dataset]"
kobar2004,,Korea,,,,2004,,,,misc,kobar,kobar2004,,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/2004data.zip,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/code%20books/kdb2004.doc,,,"Shin, Doh Chull, 2010, Korea Barometer Survey 2004 [dataset]"
kobar2010,,Korea,,,,2010,,,,misc,kobar,kobar2010,,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/2010data.zip,http://www.koreabarometer.org/Korea%20Barometer%20original%20data/code%20books/kdb2010e.doc,,,"Shin, Doh Chull, 2013, Korea Barometer Survey 2010 [dataset]"
koweps2008,,Korea,,,,2008,,,p03_wg_c,misc,koweps,koweps2008,,,,,,
koweps2009,,Korea,,,,2009,,,p04_wg_c,misc,koweps,koweps2009,,,,,,
koweps2010,,Korea,,,,2010,,,p05_wg_c,misc,koweps,koweps2010,,,,,,
koweps2011,,Korea,,,,2011,,,p06_wg_c,misc,koweps,koweps2011,,,,,,
koweps2012,,Korea,,,,2012,,,p07_wg_c,misc,koweps,koweps2012,,,,,,
koweps2013,,Korea,,,,2013,,,p08_wg_c,misc,koweps,koweps2013,,,,,,
koweps2014,,Korea,,,,2014,,,p09_wg_c,misc,koweps,koweps2014,,,,,,
koweps2015,,Korea,,,,2015,,,p10_wg_c,misc,koweps,koweps2015,,,,,,
koweps2016,,Korea,,,,2016,,,p11_wg_c,misc,koweps,koweps2016,,,https://www.koweps.re.kr:442/eng/data/survey/list.do,,,
koweps2017,,Korea,,,,2017,,,p12_wg_c,misc,koweps,koweps2017,,,,,,
koweps2018,,Korea,,,,2018,,,p13_wg_c,misc,koweps,koweps2018,,,,,,
koweps2019,,Korea,,,,2019,,,p14_wg_c,misc,koweps,koweps2019,,,,,,
koweps2020,,Korea,,,,2020,,,p15_wg_c,misc,koweps,koweps2020,,,,,,
krpofps2004,,Korea,,,,2004,,,,icpsr,pofps,ICPSR_04135,,,,,,
lat198312,,United States,,,,1983,,,weight,roper,lat,USLAT1983-074,,,,"list(file = file_path, var_names = c(""q107"", ""weight""), var_cards = c(2, 3), var_positions = c(74, 2), var_widths = c(1, 5), total_cards = 3)",,
lat200006,,United States,,,,2000,,,weight,roper,lat,USLAT2000-442,,,,"list(file = file_path, var_names = c(""q24"", ""q30"", ""q31"", ""q33"", ""q34"", ""q54"", ""q57"", ""weight""), var_cards = c(1, 1, 1, 1, 1, 2, 2, 3), var_positions = c(58, 64, 65, 67, 68, 15, 18, 8), var_widths = c(1, 1, 1, 1, 1, 1, 1, 5), total_cards = 3)",,
lat200301,,United States,,,,2003,,,wtvar,roper,lat,USLAT2003-481,,,,,,
lat200311,,United States,,,,2003,,,wtvar,roper,lat,USLAT2003-491,,,,,,
lat200501,,United States,,,,2005,,,wtvar,roper,lat,USLAT2005-514,,,,,,
lat200605,,United States,,,,2006,,,wtvar,roper,lat,USLAT2006-526,,,,,,
lat200710,,United States,,,,2007,,,wtvar,roper,lat,USLAT2007-547,,,,,,
lat200712,,United States,,,,2007,,,wtvar,roper,lat,USLAT2007-548,,,,,,
lb1995,,pais,,,,1995,,,wt,misc,lb,lb1995,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 1995. June 27, 2014"
lb1996,,pais,,,,1996,,,wt,misc,lb,lb1996,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 1996. June 27, 2014"
lb1997,,idenpa,,,,1997,,,wt,misc,lb,lb1997,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 1997. June 27, 2014"
lb1998,,idenpa,,,,1998,,,pondera,misc,lb,lb1998,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 1998. June 27, 2014"
lb2000,,idenpa,,,,2000,,,wt,misc,lb,lb2000,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2000. June 27, 2014"
lb2001,,idenpa,,,,2001,,,wt,misc,lb,lb2001,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2001. June 27, 2014"
lb2002,,idenpa,,,,2002,,,wt,misc,lb,lb2002,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2002. June 27, 2014"
lb2003,,idenpa,,,,2003,,,wt,misc,lb,lb2003,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2003. June 27, 2014"
lb2004,,idenpa,,,,2004,,,wt,misc,lb,lb2004,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2004. June 27, 2014"
lb2005,,idenpa,,,,2005,,,wt,misc,lb,lb2005,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2005. June 27, 2014"
lb2006,,idenpa,,,,2006,,,wt,misc,lb,lb2006,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2006. June 27, 2014"
lb2007,,idenpa,,,,2007,,,wt,misc,lb,lb2007,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2007. June 27, 2014"
lb2008,,idenpa,,,,2008,,,wt,misc,lb,lb2008,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2008. June 27, 2014"
lb2009,,idenpa,,,,2009,,,wt,misc,lb,lb2009,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2009. June 27, 2014"
lb2010,,idenpa,,,,2010,,,wt,misc,lb,lb2010,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2010. June 27, 2014"
lb2011,,idenpa,,,,2011,,,wt,misc,lb,lb2011,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2011. February 27, 2017"
lb2013,,idenpa,,,,2013,,,wt,misc,lb,lb2013,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2013. February 27, 2017"
lb2015,,idenpa,,,,2015,,,wt,misc,lb,lb2015,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2015. February 27, 2017"
lb2016,,idenpa,,,,2016,,,wt,misc,lb,lb2016,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2016. February 5, 2017"
lb2017,,idenpa,,,,2017,,,wt,misc,lb,lb2017,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2017. January 17, 2018"
lb2018,,idenpa,,,"c(""[%214%] Rep. Dominicana""=""Dominican Republic"", ""[%76%] Brasil""=""Brazil"")",2018,,,wt,misc,lb,lb2018,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2018. March 3, 2019"
lb2020,,idenpa,,,"c(""[%214%] Rep. Dominicana""=""Dominican Republic"", ""[%76%] Brasil""=""Brazil"")",2020,,,wt,misc,lb,lb2020,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2020. September 30, 2021"
lb2023,,idenpa,,,,2023,,,wt,misc,lb,lb2023,,,,,https://www.latinobarometro.org/latContents.jsp,"Corporación Latinobarómetro. Latinobarómetro 2023. December 9, 2023"
liss2007,,Netherlands,,,,2007,,,,misc,liss,liss2007,,,,,https://www.dataarchive.lissdata.nl/study_units/view/216,
liss2008,,Netherlands,,,,2008,,,,misc,liss,liss2008,,,,,,
liss2009,,Netherlands,,,,2009,,,,misc,liss,liss2009,,,,,https://www.dataarchive.lissdata.nl/study_units/view/267,
liss2010,,Netherlands,,,,2010,,,,misc,liss,liss2010,,,,,,
liss2011,,Netherlands,,,,2011,,,,misc,liss,liss2011,,,,,,
liss2012,,Netherlands,,,,2012,,,,misc,liss,liss2012,,,,,,
liss2013,,Netherlands,,,,2013,,,,misc,liss,liss2013,,,,,,
liss2014,,Netherlands,,,,2014,,,,misc,liss,liss2014,,,,,,
liss2015,,Netherlands,,,,2015,,,,misc,liss,liss2015,,,,,,
liss2016,,Netherlands,,,,2016,,,,misc,liss,liss2016,,,,,,
liss2017,,Netherlands,,,,2017,,,,misc,liss,liss2017,,,,,,
liss2018,,Netherlands,,,,2018,,,,misc,liss,liss2018,,,,,,
liss2019,,Netherlands,,,,2019,,,,misc,liss,liss2019,,,,,,
liss2020,,Netherlands,,,,2020,,,,misc,liss,liss2020,,,,,,
liss2021,,Netherlands,,,,2021,,,,misc,liss,liss2021,,,,,,
lits_wave1,,countryname,,,"c(""fyrom""=""North Macedonia"", ""BiH""=""Bosnia & Herzegovina"",""FYROM""=""North Macedonia"", ""FYR Macedonia"" = ""North Macedonia"",""czechrep""=""Czechia"")",2006,,,weight_2,misc,lits,lits_wave1,,http://www.ebrd.com/downloads/research/economics/microdata/litsstat.zip,http://www.ebrd.com/downloads/research/economics/microdata/litsques.pdf,,,
lits_wave2,,countryname,,,"c(""fyrom""=""North Macedonia"", ""BiH""=""Bosnia & Herzegovina"",""FYROM""=""North Macedonia"", ""FYR Macedonia"" = ""North Macedonia"",""Czech""=""Czechia"")",2010,,,xcweight,misc,lits,lits_wave2,,http://www.ebrd.com/downloads/research/surveys/lits2.dta,http://www.ebrd.com/downloads/research/surveys/lits2questions.pdf,,,
lits_wave3,,country,,,"c(""fyrom""=""North Macedonia"", ""BiH""=""Bosnia & Herzegovina"",""FYROM""=""North Macedonia"", ""FYR Macedonia"" = ""North Macedonia"")",2016,,,weight_sample,misc,lits,lits_wave3,,https://www.ebrd.com/cs/Satellite?c=Content&cid=1395256887465&d=&pagename=EBRD%2FContent%2FDownloadDocument,http://www.ebrd.com/documents/oce/pdf-life-in-transition-iii.pdf,,,
mosaic2000,,Switzerland,,,,2000,,,weights,misc,mosaic,mosaic2000,,,,,,
mxpofps2004,,Mexico,,,,2004,,,,icpsr,pofps,ICPSR_04136,,,,,,
nbb_combo,,country,,,,,year,,w,ukds,nbb,UKDA-6510-stata8,,,,,,
ndb_combo,,country,,"tibble(orig = c(""Austr"", ""Bulgar"", ""Czech"", ""Eslovk"", ""Hungar"", ""Poland"", ""Rom"", ""Scroat"", ""Serbia"", ""Sloven"", ""Ukrain""), dest = c(""Austria"", ""Bulgaria"", ""Czechia"", ""Slovakia"", ""Hungary"", ""Poland"", ""Romania"", ""Croatia"", ""Serbia"", ""Slovenia"", ""Belarus"", ""Ukraine""))",,,year,,w,misc,ndb,ndb_combo,,,,,,
nbc198507,,United States,,,,1985,,,,roper,nbcwsj,USNBC1985-JUL2,,,,,,
nbcwsj199106,,United States,,,,1991,,,wvar1,roper,nbcwsj,USNBCWSJ1991-JUN,,,,,,
nbcwsj199306,,United States,,,,1993,,,weight,roper,nbcwsj,USNBCWSJ1993-4039,,,,"list(file = file_path, var_names = c(""q15f"", ""q20g"", ""weight""), var_positions = c(62, 90, 118), var_widths = c(1, 1, 6))",,
nbcwsj199406,,United States,,,,1994,,,weight,roper,nbcwsj,USNBCWSJ1994-4048,,,,"list(file = file_path, var_names = c(""q12a8"", ""weight""), var_positions = c(92, 153), var_widths = c(1, 6))",,
nbcwsj199512,,United States,,,,1995,,,weight,roper,nbcwsj,USNBCWSJ1995-4065,,,,"list(file = file_path, var_names = c(""q13"", ""weight""), var_positions = c(73, 315), var_widths = c(1, 6))",,
nbcwsj199603,,United States,,,,1996,,,weight,roper,nbcwsj,USNBCWSJ1996-4067,,,,"list(file = file_path, var_names = c(""q17"", ""weight""), var_positions = c(113, 290), var_widths = c(1, 6))",,
nbcwsj199605,,United States,,,,1996,,,weight,roper,nbcwsj,USNBCWSJ1996-4068,,,,"list(file = file_path, var_names = c(""q20"", ""weight""), var_positions = c(110, 290), var_widths = c(1, 6))",,
nbcwsj199606,,United States,,,,1996,,,weight,roper,nbcwsj,USNBCWSJ1996-4069,,,,"list(file = file_path, var_names = c(""q19b"", ""weight""), var_positions = c(144, 310), var_widths = c(1, 6))",,
nbcwsj199608,,United States,,,,1996,,,weight,roper,nbcwsj,USNBCWSJ1996-4071,,,,"list(file = file_path, var_names = c(""q15a"", ""weight""), var_positions = c(63, 310), var_widths = c(1, 6))",,
nbcwsj199609,,United States,,,,1996,,,weight,roper,nbcwsj,USNBCWSJ1996-4073,,,,"list(file = file_path, var_names = c(""q27"", ""weight""), var_positions = c(130, 310), var_widths = c(1, 6))",,
nbcwsj199801,,United States,,,,1998,,,weight,roper,nbcwsj,USNBCWSJ1998-4086,,,,"list(file = file_path, var_names = c(""q16d"", ""weight""), var_positions = c(72, 190), var_widths = c(1, 6))",,
nbcwsj199802,,United States,,,,1998,,,weight,roper,nbcwsj,USNBCWSJ1998-4088,,,,"list(file = file_path, var_names = c(""q16"", ""qc11"", ""weight""), var_positions = c(151,195, 300), var_widths = c(1, 1, 6))",,
nbcwsj199906,,United States,,,,1999,,,weight_1,roper,nbcwsj,USNBCWSJ1999-4098,,,,,,
nbcwsj200001,,United States,,,,2000,,,weight_1,roper,nbcwsj,USNBCWSJ2000-6003,,,,,,
nbcwsj200006,,United States,,,,2000,,,weight_1,roper,nbcwsj,USNBCWSJ2000-6006,,,,,,
nbcwsj200007,,United States,,,,2000,,,weight_1,roper,nbcwsj,USNBCWSJ2000-6007A,,,,,,
nbcwsj200301,,United States,,,,2003,,,weight_1,roper,nbcwsj,USNBCWSJ2003-6030,,,,,,
nbcwsj200311,,United States,,,,2003,,,weights,roper,nbcwsj,USNBCWSJ2003-6038,,,,,,
nbcwsj200505,,United States,,,,2005,,,weight_1,roper,nbcwsj,USNBCWSJ2005-6054,,,,,,
nbcwsj200705,,United States,,,,2007,,,weight_1,roper,nbcwsj,USNBCWSJ2007-6072,,,,,,
nbcwsj200809,,United States,,,,2008,,,weight_1,roper,nbcwsj,USNBCWSJ2008-6086,,,,,,
nbcwsj200910,,United States,,,,2009,,,weight_1,roper,nbcwsj,USNBCWSJ2009-6098,,,,,,
neb_combo,,country,,"tibble(orig=c(""Bulgar"", ""Czech"", ""ESlovk"", ""Hungar"", ""Pol"", ""Rom"", ""russia"", ""Scroat"", ""Serbia"", ""Sloven"", ""Tbelor"", ""Ukrain"", ""zEst"", ""zLat"", ""zLit""), dest = c(""Bulgaria"", ""Czechia"", ""Slovakia"", ""Hungary"", ""Poland"", ""Romania"", ""Russia"", ""Croatia"", ""Serbia"", ""Slovenia"", ""Belarus"", ""Ukraine"", ""Estonia"", ""Latvia"", ""Lithuania""))",,,year,,w,ukds,neb,UKDA-5241-stata8,,,,,,"Aarts, Kees, Bojan Todosijevic, and Harry van der Kaap. Dutch Parliamentary Election Study Cumulative Dataset, 1971-2006. ICPSR28221-v1. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2010-09-13. http://doi.org/10.3886/ICPSR28221.v1 "
nikkei1986,,country,,"tibble(orig=c(1:10) %>% as.character(), dest=c(""United States"", ""Canada"", ""Brazil"", ""France"", ""Germany"", ""Italy"", ""United Kingdom"", ""Australia"", ""South Korea"", ""Japan""))",,1986,,,weight,misc,ssjda,nikkei1986,,,,,,
npes_combo,,Netherlands,,,,,a1,,,icpsr,npes,ICPSR_28221,,,,,,"Aarts, Kees, Bojan Todosijevic, and Harry van der Kaap. Dutch Parliamentary Election Study Cumulative Dataset, 1971-2006. ICPSR28221-v1. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2010-09-13. http://doi.org/10.3886/ICPSR28221.v1"
nsee_combo,,United States,,,,,year,,wave_weight,icpsr,nsee,ICPSR_36368,,,,,,
nsss_combo,,Australia,,,,,year,,,dataverse,nsss,nsss_combo,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/J3CN67,,,,
nsss1984,,Australia,,,,1984,,,,dataverse,nsss,nsss1984,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/RDLL0Y,,,,"Kelley, Jonathan; Cushing, Robert; Headey, Bruce, 2019, ``National Social Science Survey, 1984"", doi:10.26193/RDLL0Y, ADA Dataverse, V2"
nsss1987,,Australia,,,,1987,,,,dataverse,nsss,nsss1987,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/J41IBV,,,,"Kelley, Jonathan; Bean, Clive, 2019, ``National Social Science Survey Panel, 1987"", doi:10.26193/J41IBV, ADA Dataverse, V2"
nsss1989,,Australia,,,,1989,,,,dataverse,nsss,nsss1989,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.4225/87/R7OO0J,,,,"Kelley, Jonathan; Bean, Clive; Evans, Mariah, 2017, ``National Social Science Survey, 1989-90"", doi:10.4225/87/R7OO0J, ADA Dataverse, V1, UNF:6:e0Z+g6zwTVDt5mDATtbN0g=="
nsss1993,,Australia,,,,1993,,,,dataverse,nsss,nsss1993,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/OHK1J7,,,,"Kelley, Jonathan; Bean, Clive; Evans, Mariah D. R.; Zagorski, Krzysztof, 2019, ``National Social Science Survey, 1993"", doi:10.26193/OHK1J7, ADA Dataverse, V2"
nsss1994,,Australia,,,,1994,,,,dataverse,nsss,nsss1994,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/DDWXI7,,,,"Kelley, Jonathan; Bean, Clive; Evans, Mariah D. R.; Zagorski, Krzysztof, 2019, ``National Social Science Survey, 1994"", doi:10.26193/DDWXI7, ADA Dataverse, V2"
nsss1995,,Australia,,,,1995,,,,dataverse,nsss,nsss1995,,https://dataverse.ada.edu.au/dataset.xhtml?persistentId=doi:10.26193/R70QJY,,,,"Kelley, Jonathan; Bean, Clive; Evans, Mariah D. R., 2019, ``National Social Science Survey, 1995/96"", doi:10.26193/R70QJY, ADA Dataverse, V2"
nores_combo1,,Norway,,,,,aar,,,misc,nsd,nores_combo1,,,,,https://doi.org/10.18712/NSD-NSD1760-1-V3,Statistics Norway et al. (2022) Norwegian Election Survey time series 1977-1997. [Data set] Sikt. https://doi.org/10.18712/NSD-NSD1760-1-V3
nores_combo2,,Norway,,,,,aar,,,misc,nsd,nores_combo2,,,,,https://doi.org/10.18712/NSD-NSD1760-2-V7,"Statistics Norway & Institute for Social Research. (2022) Norwegian Election Survey time series, 2001-2009. [Data set] Sikt. https://doi.org/10.18712/NSD-NSD1760-2-V7"
nores2013,,Norway,,,,2013,,,,misc,nsd,nores2013,,,,,https://search.nsd.no/en/study/4e960e8d-914a-4444-b6db-89c6cae91176,Institute for Social Research & Statistics Norway. (2022) Norwegian Election Survey 2013. [Data set] Sikt. https://doi.org/10.18712/NSD-NSD2215-V3
nores2017,,Norway,,,,2017,,,,misc,nsd,nores2017,,,,,https://search.nsd.no/en/study/70132cde-4842-4923-ba7b-9dcd64aadf53,
norcs2013_1,,Norway,,,,2013,,,,misc,nsd,norcs2013_1,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2014_2,,Norway,,,,2014,,,,misc,nsd,norcs2014_2,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2014_3,,Norway,,,,2014,,,,misc,nsd,norcs2014_3,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2015_4,,Norway,,,,2015,,,,misc,nsd,norcs2015_4,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2015_5,,Norway,,,,2015,,,,misc,nsd,norcs2015_5,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2016_6,,Norway,,,,2016,,,,misc,nsd,norcs2016_6,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
norcs2016_7,,Norway,,,,2016,,,,misc,nsd,norcs2016_7,,,,,https://search.nsd.no/en/series/ed271b1c-2595-47e4-8c97-3fcc00f02368,
