,survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link
756,issp2003,NA,country,NA,NA,"c(""Germany-East (DE-E)""=""Germany"", ""Germany-West (DE-W)""=""Germany"", ""Israel Jews (IL-J)""=""Israel"", ""Israel Arabs (IL-A)""=""Israel"")",NA,NA,"tibble(orig=c(""Australia (AU)"", ""Germany-West (DE-W)"", ""Germany-East (DE-E)"", ""Great Britain (GB-GBN)"", ""United States (US)"", ""Austria (AT)"", ""Hungary (HU)"", ""Ireland (IE)"", ""Netherlands (NL)"", ""Norway (NO)"", ""Sweden (SE)"", ""Czech Republic (CZ)"", ""Slovenia (SI)"", ""Poland (PL)"", ""Bulgaria (BG)"", ""Russia (RU)"", ""New Zealand (NZ)"", ""Canada (CA)"", ""Philippines (PH)"", ""Israel Jews (IL-J)"", ""Israel Arabs (IL-A)"", ""Japan (JP)"", ""Spain (ES)"", ""Latvia (LV)"", ""Slovakia (SK)"", ""France (FR)"", ""Portugal (PT)"", ""Chile (CL)"", ""Denmark (DK)"", ""Switzerland (CH)"", ""Venezuela (VE)"", ""Finland (FI)"", ""South Africa (ZA)"", ""Taiwan (TW)"", ""Korea (South) (KR)"", ""Uruguay (UY)""), year=c(""2003"", ""2004"", ""2004"", ""2003"", ""2004"", ""2004"", ""2003"", ""2003"", ""2005"", ""2003"", ""2003"", ""2003"", ""2003"", ""2005"", ""2003"", ""2003"", ""2003"", ""2004"", ""2003"", ""2004"", ""2004"", ""2003"", ""2003"", ""2003"", ""2004"", ""2003"", ""2004"", ""2003"", ""2003"", ""2003"", ""2004"", ""2003"", ""2003"", ""2003"", ""2003"", ""2004""))",weight,gesis,issp,ZA3910,NA,NA,NA,NA,NA
757,issp2004,NA,country,NA,NA,"c(""DE-W-Germany-West""=""Germany"", ""DE-E-Germany-East""=""Germany"",""BE-FLA-Flanders (Belgium)""=""Belgium"")",NA,NA,"tibble(orig=c(""AU-Australia"",""AT-Austria"", ""BE-FLA-Flanders (Belgium)"",""BR-Brazil"", ""BG-Bulgaria"",""CA-Canada"",""CL-Chile"",""CY-Cyprus"", ""CZ-Czech Republic"", ""DK-Denmark"", ""FI-Finland"", ""FR-France"",""DE-W-Germany-West"", ""DE-E-Germany-East"", ""GB-GBN-Great Britain"",""HU-Hungary"", ""IE-Ireland"", ""IL-Israel"",""JP-Japan"", ""KR-South Korea"", ""LV-Latvia"", ""MX-Mexico"",""NL-Netherlands"",""NZ-New Zealand"", ""NO-Norway"", ""PH-Philippines"",""PL-Poland"",""PT-Portugal"", ""RU-Russia"",""SK-Slovakia"", ""SI-Slovenia"",""ZA-South Africa"",""ES-Spain"",""SE-Sweden"",""CH-Switzerland"", ""TW-Taiwan"",""US-United States"", ""UY-Uruguay"", ""VE-Venezuela""), year=c(""2005"",""2004"",""2004"",""2006"",""2005"",""2004"",""2005"",""2004"",""2004"",""2005"",""2004"",""2004"",""2004"",""2004"",""2004"",""2004"",""2003"",""2005"",""2004"",""2004"",""2004"",""2006"",""2005"",""2004"",""2004"",""2004"",""2005"",""2004"",""2005"",""2005"",""2003"",""2004"",""2004"",""2004"",""2005"",""2004"",""2005"",""2004"",""2004""))",v381,gesis,issp,ZA3950,NA,NA,NA,NA,NA
758,issp2006,NA,v3a,NA,NA,NA,NA,NA,"tibble(orig=c(""AU-Australia"", ""CA-Canada"", ""CH-Switzerland"", ""CL-Chile"", ""CZ-Czech Republic"", ""DE-Germany"", ""DK-Denmark"", ""DO-Dominican Republic"", ""ES-Spain"", ""FI-Finland"", ""FR-France"", ""HR-Croatia"", ""HU-Hungary"", ""IE-Ireland"", ""JP-Japan"", ""KR-South Korea"", ""LV-Latvia"", ""NL-Netherlands"", ""NO-Norway"", ""NZ-New Zealand"", ""PH-Philippines"", ""PL-Poland"", ""PT-Portugal"", ""RU-Russia"", ""SE-Sweden"", ""SI-Slovenia"", ""SK-Slovak Republic"", ""TW-Taiwan"", ""US-United States"", ""UY-Uruguay"", ""VE-Venezuela"", ""ZA-South Africa"", ""IL-Israel"", ""GB-Great Britain""), year=c(""2007"", ""2006"", ""2007"", ""2006"", ""2006"", ""2006"", ""2008"", ""2006"", ""2006"", ""2006"", ""2006"", ""2006"", ""2006"", ""2005"", ""2006"", ""2006"", ""2007"", ""2006"", ""2006"", ""2006"", ""2006"", ""2006"", ""2006"", ""2007"", ""2006"", ""2006"", ""2006"", ""2006"", ""2006"", ""2006"", ""2006"", ""2006"", ""2005"", ""2006""))",weight,gesis,issp,ZA4700,NA,NA,NA,NA,NA
759,issp2006ar,NA,Argentina,NA,NA,NA,2007,NA,NA,weight,gesis,issp,ZA4685,NA,NA,NA,NA,NA
760,issp2006ni,NA,Northern Ireland,NA,NA,NA,2007,NA,NA,NA,gesis,issp,ZA4704,NA,NA,NA,NA,NA
761,issp2006sk,NA,Slovakia,NA,NA,NA,2008,NA,NA,weight,gesis,issp,ZA4710,NA,NA,NA,NA,NA
762,issp2007,NA,v5,NA,NA,NA,NA,NA,"tibble(orig=c(""AR-Argentina"",   ""AU-Australia"",   ""AT-Austria"",  ""FLA-Flanders (Belgium)"",  ""BG-Bulgaria"",  ""CL-Chile"",   ""TW-Taiwan"",  ""HR-Croatia"",   ""CY-Cyprus"",  ""CZ-Czech Republic"", ""DO-Dominican Republic"", ""FI-Finland"", ""FR-France"",  ""DE-Germany"",  ""HU-Hungary"",  ""IE-Ireland"",   ""IL-Israel"",   ""JP-Japan"",""KR-South Korea"",""LV-Latvia"",   ""MX-Mexico"",""NZ-New Zealand"",   ""NO-Norway"", ""PH-Philippines"",    ""PL-Poland"",  ""RU-Russia"",     ""SK-Slovak Republic"",    ""SI-Slovenia"", ""ZA-South Africa"",    ""SE-Sweden"",  ""CH-Switzerland"", ""GB-Great Britain (UK)"", ""US-United States"",    ""UY-Uruguay""), year=c( ""2007"", ""2007"",  ""2008"",  ""2007"", ""2009"",   ""2007"",  ""2007"",  ""2006"",   ""2007"",  ""2007"",  ""2007"",   ""2007"",  ""2007"",  ""2008"",  ""2007"", ""2008"",  ""2007"",    ""2007"",  ""2007"", ""2007"",  ""2008"",  ""2007"",  ""2007"",  ""2008"",   ""2008"",   ""2007"",   ""2008"",  ""2006"",   ""2007"",   ""2007"",  ""2007"",   ""2007"",    ""2008"",  ""2008""))",weight,gesis,issp,ZA4850,NA,NA,NA,NA,NA
763,issp2008,NA,v5,NA,NA,NA,NA,NA,"tibble(orig=c(""AT-Austria"", ""AU-Australia"", ""BE-Belgium"", ""CH-Switzerland"", ""CL-Chile"", ""CY-Cyprus"", ""CZ-Czech Republic"", ""DE-Germany"", ""DK-Denmark"", ""DO-Dominican Republic"", ""ES-Spain"", ""FI-Finland"", ""FR-France"", ""GB-United Kingdom"", ""HR-Croatia"", ""HU-Hungary"", ""IE-Ireland"", ""IL-Israel"", ""IT-Italy"", ""JP-Japan"", ""KR-South Korea"", ""LV-Latvia"", ""MX-Mexico"", ""NL-Netherlands"", ""NO-Norway"", ""NZ-New Zealand"", ""PH-Philippines"", ""PL-Poland"", ""PT-Portugal"", ""RU-Russia"", ""SE-Sweden"", ""SI-Slovenia"", ""SK-Slovak Republic"", ""TR-Turkey"", ""TW-Taiwan"", ""UA-Ukraine"", ""US-United States"", ""UY-Uruguay"", ""VE-Venezuela"", ""ZA-South Africa""), year = c(2008, 2009, 2008, 2008, 2008, 2008, 2008, 2008, 2009, 2008, 2008, 2008, 2008, 2008, 2009, 2008, 2008, 2009, 2008, 2008, 2008, 2009, 2009, 2008, 2008, 2008, 2007, 2010, 2009, 2009, 2008, 2009, 2008, 2008, 2009, 2008, 2008, 2008, 2008, 2008))",weight,gesis,issp,ZA4950,NA,NA,NA,NA,NA
764,issp2008a,NA,v5,NA,NA,NA,2008,NA,NA,weight,gesis,issp,ZA5690,NA,NA,NA,NA,NA
765,issp2008ca,NA,Canada,NA,NA,NA,2009,NA,NA,weight,gesis,issp,ZA4966,NA,NA,NA,NA,NA
766,issp2009,NA,v5,NA,NA,NA,NA,NA,"tibble(orig=c(""AR-Argentina"", ""AT-Austria"", ""AU-Australia"", ""BE-Belgium"", ""BG-Bulgaria"", ""CH-Switzerland"", ""CL-Chile"", ""CN-China"", ""CY-Cyprus"", ""CZ-Czech Republic"", ""DE-Germany"", ""DK-Denmark"", ""EE-Estonia"", ""ES-Spain"", ""FI-Finland"", ""FR-France"", ""GB-Great Britain and/or United Kingdom"", ""HR-Croatia"", ""HU-Hungary"", ""IL-Israel"", ""IS-Iceland"", ""IT-Italy"", ""JP-Japan"", ""KR-South Korea"", ""LT-Lithuania"", ""LV-Latvia"", ""NO-Norway"", ""NZ-New Zealand"", ""PH-Philippines"", ""PL-Poland"", ""PT-Portugal"", ""RU-Russia"", ""SE-Sweden"", ""SI-Slovenia"", ""SK-Slovakia"", ""TR-Turkey"", ""TW-Taiwan"", ""UA-Ukraine"", ""US-United States"", ""VE-Venezuela"", ""ZA-South Africa""), year=c(""2010"", ""2010"", ""2010"", ""2009"", ""2009"", ""2009"", ""2009"", ""2008"", ""2009"", ""2008"", ""2010"", ""2009"", ""2010"", ""2009"", ""2009"", ""2009"", ""2009"", ""2009"", ""2009"", ""2009"", ""2010"", ""2011"", ""2009"", ""2009"", ""2010"", ""2009"", ""2010"", ""2009"", ""2009"", ""2010"", ""2009"", ""2009"", ""2009"", ""2009"", ""2009"", ""2009"", ""2009"", ""2009"", ""2010"", ""2010"", ""2009""))",weight,gesis,issp,ZA5400,NA,NA,NA,NA,NA
767,issp2009ca,NA,Canada,NA,NA,NA,2009,NA,NA,wvar,gesis,issp,ZA5389,NA,NA,NA,NA,NA
768,issp2009nl,NA,Netherlands,NA,NA,NA,2013,NA,NA,NA,gesis,issp,ZA5995,NA,NA,NA,NA,NA
769,issp2010,NA,country,NA,NA,NA,NA,dateyr,NA,weight,gesis,issp,ZA5500,NA,NA,NA,NA,NA
770,issp2010au,NA,Australia,NA,NA,NA,2012,NA,NA,weight,gesis,issp,ZA5512,NA,NA,NA,NA,NA
771,issp2010is,NA,Iceland,NA,NA,NA,2012,NA,NA,weight,gesis,issp,ZA5515,NA,NA,NA,NA,NA
772,issp2010nl,NA,Netherlands,NA,NA,NA,2011,NA,NA,weight,gesis,issp,ZA5513,NA,NA,NA,NA,NA
773,issp2010pt,NA,Portugal,NA,NA,NA,2012,NA,NA,weight,gesis,issp,ZA5516,NA,NA,NA,NA,NA
774,issp2011,NA,v4,NA,NA,NA,NA,dateyr,NA,weight,gesis,issp,ZA5800,NA,NA,NA,NA,NA
775,issp2012,NA,v4,NA,NA,NA,NA,dateyr,NA,weight,gesis,issp,ZA5900,NA,NA,NA,NA,NA
776,issp2013,NA,v4,NA,NA,NA,NA,dateyr,NA,weight,gesis,issp,ZA5950,NA,NA,NA,NA,NA
777,issp2013nl,NA,Netherlands,NA,NA,NA,2014,NA,NA,weight,gesis,issp,ZA5517,NA,NA,NA,NA,NA
778,issp2014,NA,v4,NA,NA,NA,NA,dateyr,NA,weight,gesis,issp,ZA6670,NA,NA,NA,NA,NA
779,issp2016,NA,country,NA,NA,NA,NA,dateyr,NA,weight,gesis,issp,ZA6900,NA,NA,NA,NA,NA
780,issp2017,NA,country,NA,NA,NA,NA,dateyr,NA,weight,gesis,issp,ZA6980,NA,NA,NA,NA,NA
781,issp2018,NA,country,NA,NA,NA,NA,dateyr,NA,weight,gesis,issp,ZA7570,NA,NA,NA,NA,NA
782,issp2018ext,NA,country,NA,NA,NA,NA,dateyr,NA,weight,gesis,issp,ZA7630,NA,NA,NA,NA,NA
783,issp2018tn,NA,Tunisia,NA,NA,NA,2019,NA,NA,weight,gesis,issp,ZA7629,NA,NA,NA,NA,NA
784,issp2018ve,NA,Venezuela,NA,NA,NA,2018,NA,NA,weight,gesis,issp,ZA5522,NA,NA,NA,NA,NA
785,issp2019,NA,country,NA,NA,NA,NA,dateyr,NA,weight,gesis,issp,ZA7600,NA,NA,NA,NA,NA
786,issp2020,NA,country,NA,NA,NA,NA,dateyr,NA,weight,gesis,issp,ZA7650,NA,NA,NA,NA,NA
787,itanes1968,NA,Italy,NA,NA,NA,1968,NA,NA,NA,misc,itanes,itanes1968,NA,http://www.itanes.org/wp-json/ebd/file/0a673317eb,NA,NA,NA
788,itanes1972,NA,Italy,NA,NA,NA,1972,NA,NA,NA,misc,itanes,itanes1972,NA,http://www.itanes.org/wp-json/ebd/file/77685b74e4,NA,NA,NA
789,itanes1975,NA,Italy,NA,NA,NA,1975,NA,NA,NA,misc,itanes,itanes1975,NA,http://www.itanes.org/wp-json/ebd/file/1eae70a8b2,NA,NA,NA
790,itanes1985,NA,Italy,NA,NA,NA,1985,NA,NA,NA,misc,itanes,itanes1985,NA,http://www.itanes.org/wp-json/ebd/file/4031b7bede,NA,NA,NA
791,itanes1990,NA,Italy,NA,NA,NA,1990,NA,NA,NA,misc,itanes,itanes1990,NA,http://www.itanes.org/wp-json/ebd/file/ca9aff8b2b,NA,NA,NA
792,itanes1992,NA,Italy,NA,NA,NA,1992,NA,NA,NA,misc,itanes,itanes1992,NA,http://www.itanes.org/wp-json/ebd/file/d7f3ce5fca,NA,NA,NA
793,itanes1994,NA,Italy,NA,NA,NA,1994,NA,NA,NA,misc,itanes,itanes1994,NA,http://www.itanes.org/wp-json/ebd/file/d4ae0baaad,NA,NA,NA
794,itanes1996,NA,Italy,NA,NA,NA,1996,NA,NA,NA,misc,itanes,itanes1996,NA,http://www.itanes.org/wp-json/ebd/file/c9d8c7cebc,NA,NA,NA
795,itanes2001,NA,Italy,NA,NA,NA,2001,NA,NA,NA,misc,itanes,itanes2001,NA,http://www.itanes.org/wp-json/ebd/file/17fe04268f,NA,NA,NA
796,itanes2001_2006_01,NA,Italy,NA,NA,NA,2001,NA,NA,NA,misc,itanes,itanes2001_2006_01,NA,http://www.itanes.org/wp-json/ebd/file/17fe04268f,NA,NA,NA
797,itanes2001_2006_04,NA,Italy,NA,NA,NA,2004,NA,NA,weight_04,misc,itanes,itanes2001_2006_04,NA,http://www.itanes.org/wp-json/ebd/file/17fe04268f,NA,NA,NA
798,itanes2001_2006_06,NA,Italy,NA,NA,NA,2006,NA,NA,peso_06,misc,itanes,itanes2001_2006_06,NA,http://www.itanes.org/wp-json/ebd/file/17fe04268f,NA,NA,NA
799,itanes2006,NA,Italy,NA,NA,NA,2006,NA,NA,apesdox,misc,itanes,itanes2006,NA,http://www.itanes.org/wp-json/ebd/file/4d55bb2e5d,NA,NA,NA
800,itanes2006prepost,NA,Italy,NA,NA,NA,2006,NA,NA,cweight,misc,itanes,itanes2006prepost,NA,http://www.itanes.org/wp-json/ebd/file/52f06ba236,NA,NA,NA
801,itanes2008,NA,Italy,NA,NA,NA,2008,NA,NA,NA,misc,itanes,itanes2008,NA,http://www.itanes.org/wp-json/ebd/file/de5f6c0938,NA,NA,NA
802,itanes2011_2013,NA,Italy,NA,NA,NA,NA,NA,NA,NA,misc,itanes,itanes2011_2013,NA,http://www.itanes.org/wp-json/ebd/file/6def6a6067,NA,NA,NA
803,itanes2013capi,NA,Italy,NA,NA,NA,2013,NA,NA,NA,misc,itanes,itanes2013capi,NA,http://www.itanes.org/wp-json/ebd/file/90386b747f,NA,NA,NA
804,itanes2013rcs,NA,Italy,NA,NA,NA,2013,NA,NA,NA,misc,itanes,itanes2013rcs,NA,http://www.itanes.org/wp-json/ebd/file/db36e0c771,NA,NA,NA
805,itanes2016,NA,Italy,NA,NA,NA,2016,NA,NA,NA,misc,itanes,itanes2016,NA,http://www.itanes.org/wp-json/ebd/file/9d692f250d,NA,NA,NA
806,itanes2018,NA,Italy,NA,NA,NA,2018,NA,NA,NA,misc,itanes,itanes2018,NA,http://www.itanes.org/wp-json/ebd/file/8e3fddbed0,NA,NA,NA
807,itdoxa199303,NA,Italy,NA,NA,NA,1993,NA,NA,NA,roper,itdoxa,ITDOXA1993-93010-07,NA,NA,NA,NA,NA
808,jgss,NA,Japan,NA,NA,NA,NA,ryear,NA,weight,icpsr,jgss,ICPSR_04472,NA,NA,NA,NA,NA
809,jgss2005,NA,Japan,NA,NA,NA,2005,NA,NA,weight,gesis,jgss,ZA4270,NA,NA,NA,NA,NA
810,jgss2006,NA,Japan,NA,NA,NA,2006,NA,NA,weight,gesis,jgss,ZA4873,NA,NA,NA,NA,NA
811,jgss2008,NA,Japan,NA,NA,NA,2008,NA,NA,weight,gesis,jgss,ZA5294,NA,NA,NA,NA,NA
812,jgss2010,NA,Japan,NA,NA,NA,2010,NA,NA,weight,gesis,jgss,ZA5352,NA,NA,NA,NA,NA
813,jgss2012,NA,Japan,NA,NA,NA,2012,NA,NA,weight,gesis,jgss,ZA6427,NA,NA,NA,NA,NA
814,jgss2015,NA,Japan,NA,NA,NA,2015,NA,NA,weight,icpsr,jgss,ICPSR_37874,NA,NA,NA,NA,NA
815,kgss,NA,Korea,NA,NA,NA,NA,year,NA,NA,misc,kgss,kgss,NA,http://kgss.skku.edu/wp-content/uploads/2020/02/2003-2018_KGSS_eng_v2-02102020.zip,http://kgss.skku.edu/wp-content/uploads/2019/09/2003-2018-KGSS-Cumulative-Codebook_09062019.pdf,NA,NA
816,kobar1994,NA,Korea,NA,NA,NA,1994,NA,NA,NA,misc,kobar,kobar1994,NA,NA,NA,NA,NA
817,kobar1996,NA,Korea,NA,NA,NA,1996,NA,NA,NA,misc,kobar,kobar1996,NA,NA,NA,NA,NA
818,kobar1997,NA,Korea,NA,NA,NA,1997,NA,NA,NA,misc,kobar,kobar1997,NA,NA,NA,NA,NA
819,kobar1998,NA,Korea,NA,NA,NA,1998,NA,NA,NA,misc,kobar,kobar1998,NA,NA,NA,NA,NA
820,kobar1999,NA,Korea,NA,NA,NA,1999,NA,NA,NA,misc,kobar,kobar1999,NA,NA,NA,NA,NA
821,kobar2001,NA,Korea,NA,NA,NA,2001,NA,NA,NA,misc,kobar,kobar2001,NA,NA,NA,NA,NA
822,kobar2004,NA,Korea,NA,NA,NA,2004,NA,NA,NA,misc,kobar,kobar2004,NA,NA,NA,NA,NA
823,kobar2010,NA,Korea,NA,NA,NA,2010,NA,NA,NA,misc,kobar,kobar2010,NA,NA,NA,NA,NA
824,koweps2008,NA,Korea,NA,NA,NA,2008,NA,NA,p03_wg_c,misc,koweps,koweps2008,NA,NA,NA,NA,NA
825,koweps2009,NA,Korea,NA,NA,NA,2009,NA,NA,p04_wg_c,misc,koweps,koweps2009,NA,NA,NA,NA,NA
826,koweps2010,NA,Korea,NA,NA,NA,2010,NA,NA,p05_wg_c,misc,koweps,koweps2010,NA,NA,NA,NA,NA
827,koweps2011,NA,Korea,NA,NA,NA,2011,NA,NA,p06_wg_c,misc,koweps,koweps2011,NA,NA,NA,NA,NA
828,koweps2012,NA,Korea,NA,NA,NA,2012,NA,NA,p07_wg_c,misc,koweps,koweps2012,NA,NA,NA,NA,NA
829,koweps2013,NA,Korea,NA,NA,NA,2013,NA,NA,p08_wg_c,misc,koweps,koweps2013,NA,NA,NA,NA,NA
830,koweps2014,NA,Korea,NA,NA,NA,2014,NA,NA,p09_wg_c,misc,koweps,koweps2014,NA,NA,NA,NA,NA
831,koweps2015,NA,Korea,NA,NA,NA,2015,NA,NA,p10_wg_c,misc,koweps,koweps2015,NA,NA,NA,NA,NA
832,koweps2016,NA,Korea,NA,NA,NA,2016,NA,NA,p11_wg_c,misc,koweps,koweps2016,NA,NA,https://www.koweps.re.kr:442/eng/data/survey/list.do,NA,NA
833,koweps2017,NA,Korea,NA,NA,NA,2017,NA,NA,p12_wg_c,misc,koweps,koweps2017,NA,NA,NA,NA,NA
834,koweps2018,NA,Korea,NA,NA,NA,2018,NA,NA,p13_wg_c,misc,koweps,koweps2018,NA,NA,NA,NA,NA
835,koweps2019,NA,Korea,NA,NA,NA,2019,NA,NA,p14_wg_c,misc,koweps,koweps2019,NA,NA,NA,NA,NA
836,koweps2020,NA,Korea,NA,NA,NA,2020,NA,NA,p15_wg_c,misc,koweps,koweps2020,NA,NA,NA,NA,NA
837,krpofps2004,NA,Korea,NA,NA,NA,2004,NA,NA,NA,icpsr,pofps,ICPSR_04135,NA,NA,NA,NA,NA
838,lat198312,NA,United States,NA,NA,NA,1983,NA,NA,weight,roper,lat,USLAT1983-074,NA,NA,NA,"list(file = file_path, var_names = c(""q107"", ""weight""), var_cards = c(2, 3), var_positions = c(74, 2), var_widths = c(1, 5), total_cards = 3)",NA
839,lat200006,NA,United States,NA,NA,NA,2000,NA,NA,weight,roper,lat,USLAT2000-442,NA,NA,NA,"list(file = file_path, var_names = c(""q24"", ""q30"", ""q31"", ""q33"", ""q34"", ""q54"", ""q57"", ""weight""), var_cards = c(1, 1, 1, 1, 1, 2, 2, 3), var_positions = c(58, 64, 65, 67, 68, 15, 18, 8), var_widths = c(1, 1, 1, 1, 1, 1, 1, 5), total_cards = 3)",NA
840,lat200301,NA,United States,NA,NA,NA,2003,NA,NA,wtvar,roper,lat,USLAT2003-481,NA,NA,NA,NA,NA
841,lat200311,NA,United States,NA,NA,NA,2003,NA,NA,wtvar,roper,lat,USLAT2003-491,NA,NA,NA,NA,NA
842,lat200501,NA,United States,NA,NA,NA,2005,NA,NA,wtvar,roper,lat,USLAT2005-514,NA,NA,NA,NA,NA
843,lat200605,NA,United States,NA,NA,NA,2006,NA,NA,wtvar,roper,lat,USLAT2006-526,NA,NA,NA,NA,NA
844,lat200710,NA,United States,NA,NA,NA,2007,NA,NA,wtvar,roper,lat,USLAT2007-547,NA,NA,NA,NA,NA
845,lat200712,NA,United States,NA,NA,NA,2007,NA,NA,wtvar,roper,lat,USLAT2007-548,NA,NA,NA,NA,NA
846,lb1995,NA,pais,NA,NA,NA,1995,NA,NA,wt,misc,lb,lb1995,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
847,lb1996,NA,pais,NA,NA,NA,1996,NA,NA,wt,misc,lb,lb1996,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
848,lb1997,NA,idenpa,NA,NA,NA,1997,NA,NA,wt,misc,lb,lb1997,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
849,lb1998,NA,idenpa,NA,NA,NA,1998,NA,NA,pondera,misc,lb,lb1998,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
850,lb2000,NA,idenpa,NA,NA,NA,2000,NA,NA,wt,misc,lb,lb2000,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
851,lb2001,NA,idenpa,NA,NA,NA,2001,NA,NA,wt,misc,lb,lb2001,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
852,lb2002,NA,idenpa,NA,NA,NA,2002,NA,NA,wt,misc,lb,lb2002,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
853,lb2003,NA,idenpa,NA,NA,NA,2003,NA,NA,wt,misc,lb,lb2003,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
854,lb2004,NA,idenpa,NA,NA,NA,2004,NA,NA,wt,misc,lb,lb2004,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
855,lb2005,NA,idenpa,NA,NA,NA,2005,NA,NA,wt,misc,lb,lb2005,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
856,lb2006,NA,idenpa,NA,NA,NA,2006,NA,NA,wt,misc,lb,lb2006,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
857,lb2007,NA,idenpa,NA,NA,NA,2007,NA,NA,wt,misc,lb,lb2007,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
858,lb2008,NA,idenpa,NA,NA,NA,2008,NA,NA,wt,misc,lb,lb2008,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
859,lb2009,NA,idenpa,NA,NA,NA,2009,NA,NA,wt,misc,lb,lb2009,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
860,lb2010,NA,idenpa,NA,NA,NA,2010,NA,NA,wt,misc,lb,lb2010,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
861,lb2011,NA,idenpa,NA,NA,NA,2011,NA,NA,wt,misc,lb,lb2011,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
862,lb2013,NA,idenpa,NA,NA,NA,2013,NA,NA,wt,misc,lb,lb2013,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
863,lb2015,NA,idenpa,NA,NA,NA,2015,NA,NA,wt,misc,lb,lb2015,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
864,lb2016,NA,idenpa,NA,NA,NA,2016,NA,NA,wt,misc,lb,lb2016,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
865,lb2017,NA,idenpa,NA,NA,NA,2017,NA,NA,wt,misc,lb,lb2017,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
866,lb2018,NA,idenpa,NA,NA,"c(""[%214%] Rep. Dominicana""=""Dominican Republic"", ""[%76%] Brasil""=""Brazil"")",2018,NA,NA,wt,misc,lb,lb2018,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
867,lb2020,NA,idenpa,NA,NA,"c(""[%214%] Rep. Dominicana""=""Dominican Republic"", ""[%76%] Brasil""=""Brazil"")",2020,NA,NA,wt,misc,lb,lb2020,NA,NA,NA,NA,https://www.latinobarometro.org/latContents.jsp
868,liss2007,NA,Netherlands,NA,NA,NA,2007,NA,NA,NA,misc,liss,liss2007,NA,NA,NA,NA,https://www.dataarchive.lissdata.nl/study_units/view/216
869,liss2008,NA,Netherlands,NA,NA,NA,2008,NA,NA,NA,misc,liss,liss2008,NA,NA,NA,NA,NA
870,liss2009,NA,Netherlands,NA,NA,NA,2009,NA,NA,NA,misc,liss,liss2009,NA,NA,NA,NA,https://www.dataarchive.lissdata.nl/study_units/view/267
871,liss2010,NA,Netherlands,NA,NA,NA,2010,NA,NA,NA,misc,liss,liss2010,NA,NA,NA,NA,NA
872,liss2011,NA,Netherlands,NA,NA,NA,2011,NA,NA,NA,misc,liss,liss2011,NA,NA,NA,NA,NA
873,liss2012,NA,Netherlands,NA,NA,NA,2012,NA,NA,NA,misc,liss,liss2012,NA,NA,NA,NA,NA
874,liss2013,NA,Netherlands,NA,NA,NA,2013,NA,NA,NA,misc,liss,liss2013,NA,NA,NA,NA,NA
875,liss2014,NA,Netherlands,NA,NA,NA,2014,NA,NA,NA,misc,liss,liss2014,NA,NA,NA,NA,NA
876,liss2015,NA,Netherlands,NA,NA,NA,2015,NA,NA,NA,misc,liss,liss2015,NA,NA,NA,NA,NA
877,liss2016,NA,Netherlands,NA,NA,NA,2016,NA,NA,NA,misc,liss,liss2016,NA,NA,NA,NA,NA
878,liss2017,NA,Netherlands,NA,NA,NA,2017,NA,NA,NA,misc,liss,liss2017,NA,NA,NA,NA,NA
879,liss2018,NA,Netherlands,NA,NA,NA,2018,NA,NA,NA,misc,liss,liss2018,NA,NA,NA,NA,NA
880,liss2019,NA,Netherlands,NA,NA,NA,2019,NA,NA,NA,misc,liss,liss2019,NA,NA,NA,NA,NA
881,liss2020,NA,Netherlands,NA,NA,NA,2020,NA,NA,NA,misc,liss,liss2020,NA,NA,NA,NA,NA
882,liss2021,NA,Netherlands,NA,NA,NA,2021,NA,NA,NA,misc,liss,liss2021,NA,NA,NA,NA,NA
883,lits_wave1,NA,countryname,NA,NA,"c(""fyrom""=""North Macedonia"", ""BiH""=""Bosnia & Herzegovina"",""FYROM""=""North Macedonia"", ""FYR Macedonia"" = ""North Macedonia"",""czechrep""=""Czechia"")",2006,NA,NA,weight_2,misc,lits,lits_wave1,NA,http://www.ebrd.com/downloads/research/economics/microdata/litsstat.zip,http://www.ebrd.com/downloads/research/economics/microdata/litsques.pdf,NA,NA
