,survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args
,eb843,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2015,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA6643,,,,
,eb852,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2016,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA6694,,,,
,eb862,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2016,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA6788,,,,
,eb873,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2017,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA6863,,,,
304,eb874,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2017,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA6924,,,,
,eb883,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2017,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA6928,,,,
305,eb884,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2017,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA6939,,,,
,eb891,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2018,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA6963,,,,
,eb903,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2018,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]",gesis,eb,ZA7489,,,,
,eb912,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2019,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]",gesis,eb,ZA7562,,,,
,eb915,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2019,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]",gesis,eb,ZA7576,,,,
,eb923,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2019,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]",gesis,eb,ZA7601,,,,
,ees1994,,country,,"data_frame(orig=c(1:14), dest = c(""""Belgium"""",  """"Denmark"""",    """"West Germany"""",  """"Greece"""",  """"Italy"""",  """"Spain"""", """"France"""",  """"Ireland"""", """"Northern Ireland"""",  """"Luxembourg"""",      """"Netherlands"""",  """"Portugal"""",  """"United Kingdom"""",   """"East Germany"""" ))","c(""""Northern Ireland""""=""""United Kingdom"""", """"East Germany""""=""""Germany"""", """"West Germany""""=""""Germany"""")",1994,,,v3,gesis,ees,ZA2865 ,,,,
,ees2004,,country,,"data_frame(orig=c(1:26), dest = c(""""Austria"""",  """"Belgium"""",  """"United Kingdom"""",  """" Cyprus"""",  """"Czech Republic"""", """"Denmark"""", """"Estonia"""",   """"Finland"""",   """"France"""",  """"Germany"""",  """"Greece"""", """"Hungary"""",  """"Ireland"""",  """"Italy"""", """"Latvia"""",  """"Lithuania"""",  """"Luxembourg"""", """"Malta"""",  """"Netherlands"""", """"Northern Ireland"""",  """"Poland"""", """"Portugal"""", """"Slovakia"""",  """"Slovenia"""", """"Spain"""",  """"Sweden""""  ))","c(""""Northern Ireland""""=""""United Kingdom"""", """"East Germany""""=""""Germany"""", """"West Germany""""=""""Germany"""")",2004,,,nweigh,gesis,ees,ZA4566 ,,,,
306,ees2009,,t102,,,,2009,,,v100,gesis,ees,ZA5055,,,,
,ees2014,,countrycode,,,,2014,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w2[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w3[t_data$c_dcpo==""""United Kingdom""""]",gesis,ees,ZA5161,,,,
307,ees2019,,countrycode,,,,2019,,,wgt5,gesis,ees,ZA7581 ,,https://www.dropbox.com/s/ndb9bbvzwhryb88/EES2019%20Voter%20Study%20early%20release.dta,http://europeanelectionstudies.net/wp-content/uploads/2019/09/2019-EES-post-electoral-survey-Master-quesitionnaire.pdf,
308,eqls_combo,,y16_country,,,,NA,wave,,wcalib,ukds,eqls,7348,,,,
309,ess1,,cntry,iso2c,,,NA,inwyr,,dweight,misc,ess,ess1,,,,
310,ess2,,cntry,iso2c,,,NA,inwyr,,dweight,misc,ess,ess2,,,,
311,ess3,,cntry,iso2c,,,NA,inwyr,,dweight,misc,ess,ess3,,,,
312,ess4,,cntry,iso2c,,,NA,inwyr,,dweight,misc,ess,ess4,,,,
313,ess5,,cntry,iso2c,,,NA,inwyr,,dweight,misc,ess,ess5,,,,
314,ess6,,cntry,iso2c,,"c(""""XK""""=""""Kosovo"""")",NA,inwyr,,dweight,misc,ess,ess6,,,,
315,ess7,,cntry,iso2c,,,NA,inwyr,,dweight,misc,ess,ess7,,,,
316,ess8,,cntry,iso2c,,,NA,inwyr,,dweight,misc,ess,ess8,,,,
317,ess9,,cntry,iso2c,,,NA,inwyr,,dweight,misc,ess,ess9,,,,
,ess_combo,,cntry,iso2c,,,NA,inwyr,,dweight,misc,ess,ess1_9,,,,
,eunb_wave1,,isocntry,iso2c,,,2012,,,w1,gesis,eunb,ZA6288,,,,
,eunb_wave2,,isocntry,iso2c,,,2012,,,w1,gesis,eunb,ZA6289,,,,
,eunb_wave3,,isocntry,iso2c,,,2013,,,w1,gesis,eunb,ZA6290,,,,
,eunb_wave4,,isocntry,iso2c,,,2013,,,w1,gesis,eunb,ZA6291,,,,
,eunb_wave5,,isocntry,iso2c,,,2014,,,w1,gesis,eunb,ZA6292,,,,
,eunb_wave6,,isocntry,iso2c,,,2014,,,w1,gesis,eunb,ZA6293,,,,
318,evs_combo,s025,s003,,,"c(""""Northern Ireland""""=""""Northern Ireland"""")",NA,s020,,s017,gesis,evs,ZA4804,,,,
,evs2008,,country,,,,,year,,weight_g,gesis,evs,ZA4800,,,,
,evs1999ger,,Germany,,,,1999,,,weight,gesis,evs,ZA3778,,,,
,evs1999fin,,Finland,,,,2000,,,weight,gesis,evs,ZA3787,,,,
,evs1999tur,,Turkey,,,,2001,,,,gesis,evs,ZA3808,,,,
319,evs2017,,country,,,,NA,year,,gweight,gesis,evs,ZA7500,,,,
320,evs_greece2017,,Greece,,,,2017,,,,gesis,evs,ZA7546,,,,
321,feb227,,country,,,,2008,,,w4,gesis,eb,ZA4811,,,,
322,frifop197211,,France,,,,1972,,,,roper,frifop,FRIFOP1972-O461,,,,
323,gallup_canada1965,,Canada,,,,1965,,,,roper,gallup_canada,CNCIPO1965-312,,,,
324,gallup_canada1970,,Canada,,,,1970,,,,roper,gallup_canada,CNCIPO1970-344,,,,
325,gallup_canada1972,,Canada,,,,1972,,,,roper,gallup_canada,CNCIPO1972-355,,,,
326,gallup_canada197409,,Canada,,,,1974,,,,roper,gallup_canada,CNCIPO1974-368,,,,
327,gallup_canada197507,,Canada,,,,1975,,,,roper,gallup_canada,CNCIPO1975-378,,,,
328,gallup_canada197902,,Canada,,,,1979,,,,roper,gallup_canada,CNCIPO1979-421B,,,,
329,gallup_canada198307,,Canada,,,,1983,,,,roper,gallup_canada,CNCIPO1983-475-1,,,,
330,gallup_canada198805,,Canada,,,,1988,,,,roper,gallup_canada,CNCIPO1988-533-1,,,,
331,gallup_canada198809,,Canada,,,,1988,,,weight,roper,gallup_canada,CNCIPO1988-809-1,,,,
332,gallup_canada198902,,Canada,,,,1989,,,weight,roper,gallup_canada,CNCIPO1989-902-2,,,,
333,gallup_canada198908,,Canada,,,,1989,,,weight,roper,gallup_canada,CNCIPO1989-908-2,,,,"list(file = file_path, var_names = c(""""q6a"""", """"weight""""), var_positions = c(25, 15), var_widths = c(1, 5))"
334,gallup_canada198912,,Canada,,,,1989,,,weight,roper,gallup_canada,CNCIPO1989-912-1,,,,
335,gallup_canada199009,,Canada,,,,1990,,,weight,roper,gallup_canada,CNCIPO1990-009-2,,,,
336,gallup_canada199105,,Canada,,,,1991,,,weight,roper,gallup_canada,CNCIPO1991-105-1,,,,
337,gallup_canada199209,,Canada,,,,1992,,,weight,roper,gallup_canada,CNCIPO1992-809T,,,,
338,gallup_canada199306,,Canada,,,,1993,,,weight,roper,gallup_canada,CNCIPO1993-656T,,,,
339,gallup_canada199508,,Canada,,,,1995,,,weight,roper,gallup_canada,CNCIPO1995-95008,,,,
340,gallup_canada1996,,Canada,,,,1996,,,weight,roper,gallup_canada,CNCIPO1996-96010,,,,
341,gallup_canada199711,,Canada,,,,1997,,,weight,roper,gallup_canada,CNCIPO1997-97011,,,,
342,gallup_canada199811,,Canada,,,,1998,,,weight,roper,gallup_canada,CNCIPO1998-98011,,,,
343,gallup_canada1999,,Canada,,,,1999,,,,roper,gallup_canada,CNCIPO1999-04,,,,
344,gallup_canada199911,,Canada,,,,1999,,,weight,roper,gallup_canada,CNCIPO1999-11,,,,
345,gallup_canada2000,,Canada,,,,2000,,,weight,roper,gallup_canada,CNCIPO2000-02,,,,
346,gallup_canada200011,,Canada,,,,2000,,,weight,roper,gallup_canada,CNCIPO2000-11,,,,
347,gallup_uk196910,,United Kingdom,,,,1969,,,,roper,gallup_uk,GBSSLT1969-CQ654,,,,
348,gallup_uk197311,,United Kingdom,,,,1973,,,,roper,gallup_uk,GBSSLT1973-CQ876,,,,
349,gallup_uk197501,,United Kingdom,,,,1975,,,,roper,gallup_uk,GBSSLT1975-CQ945,,,,
350,gallup_uk1977,,United Kingdom,,,,1977,,,,roper,gallup_uk,GBSSLT1977-CQ575,,,,
351,gallup_uk1981,,United Kingdom,,,,1981,,,,misc,roper_request,GBSSLT1981-CQ792,,,,
352,gallup_uk198202,,United Kingdom,,,,1982,,,,roper,gallup_uk,GBSSLT1982-CQ806,,,,
353,gallup_uk1985,,United Kingdom,,,,1985,,,,misc,roper_request,GBSSLT1985-CQ958A,,,,
354,gallup_uk1986,,United Kingdom,,,,1986,,,,misc,roper_request,GBSSLT1986-CQ044A,,,,
355,gallup_us196208,,United States,,,,1962,,,,roper,gallup_us,USAIPO1962-0662,,,,"list(file = file_path, var_names = c(""""q21a"""", """"q21b"""", """"q21c""""), var_cards = c(1, 1, 1), var_positions = c(53, 54, 55), var_widths = c(1, 1, 1), total_cards = 2)"
356,gallup_us196512,,United States,,,,1965,,,,roper,gallup_us,USAIPO1965-0721,,,,"list(file = file_path, var_names = c(""""q25a"""", """"q25b"""", """"q25c""""), var_cards = c(2, 2, 2), var_positions = c(46, 47, 48), var_widths = c(1, 1, 1), total_cards = 2)"
357,gallup_us196909,,United States,,,,1969,,,weight,roper,gallup_us,USAIPO1969-0788,,,,"list(file = file_path, var_names = c(""""q44a"""", """"q44b"""", """"q44c"""", """"q44d"""", """"weight""""), var_positions = c(29, 30, 31, 32, 64), var_widths = c(1, 1, 1, 1, 1))"
358,gallup_us197706,,United States,,,,1977,,,weight,roper,gallup_us,USAIPO1977-0978,,,,
359,gallup_us197811_ct,,United States,,,,1978,,,weight,roper,gallup_us,USAIPOSPGO1978-78139,,,,"list(file = file_path, var_names = c(""""q60"""", """"weight""""), var_positions = c(67, 1), var_widths = c(1, 1))"
360,gallup_us198206,,United States,,,,1982,,,weight,roper,gallup_us,USAIPO1982-1197G,,,,"list(file = file_path, var_names = c(""""q09h"""", """"q09j"""", """"weight""""), var_positions = c(36, 38, 1), var_widths = c(1, 1, 1))"
361,gallup_us198606,,United States,,,,1986,,,weight,roper,gallup_us,USAIPO1986-1266G,,,,
362,gallup_us198703,,United States,,,,1987,,,weight,roper,gallup_us,USAIPOSPAI1987-852,,,,"list(file = file_path, var_names = c(""""q20"""", """"weight""""), var_positions = c(32, 4), var_widths = c(1, 3))"
363,gallup_us198807,,United States,,,,1988,,,weight,roper,gallup_us,USAIPOSPAI1988-874,,,,
364,gallup_us198909,,United States,,,,1989,,,weight,roper,gallup_us,USAIPOSPGONEW1989-89262,,,,
365,gallup_us198910,,United States,,,,1989,,,weight,roper,gallup_us,USAIPOGNS1989-89139-W2,,,,
366,gallup_us199109,,United States,,,,1991,,,weight,roper,gallup_us,USAIPOGNS1991-222013,,,,"list(file = file_path, var_names = c(""""q7"""", """"weight""""), var_cards = c(3, 1), var_positions = c(41, 13), var_widths = c(1, 3), total_cards = 4)"
367,gallup_us199206,,United States,,,,1992,,,weight,roper,gallup_us,USAIPOGNS1992-222054,,,,"list(file = file_path, var_names = c(""""q24"""", """"q25"""", """"weight""""), var_cards = c(4, 4, 1), var_positions = c(46, 47, 13), var_widths = c(1, 1, 3), total_cards = 4)"
368,gallup_us199603,,United States,,,,1996,,,weight,roper,gallup_us,USAIPOCNUS1996-9603008,,,,"list(file = file_path, var_names = c(""""q43a"""", """"q44"""", """"weight""""), var_cards = c(6, 6, 1), var_positions = c(62, 64, 13), var_widths = c(1, 1, 3), total_cards = 7,  card_pattern = """"(?<=^.{10})\\d"""", respondent_pattern = """"(?<=^\\s{2})\\d{4}"""")"
369,gallup_us199611,,United States,,,,1996,,,weight,roper,gallup_us,USAIPOGNS1996-9611036,,,,"list(file = file_path, var_names = c(""""q12"""", """"weight""""), var_cards = c(6, 1), var_positions = c(51, 13), var_widths = c(1, 3), total_cards = 7,  card_pattern = """"(?<=^.{10})\\d"""", respondent_pattern = """"^\\d{6}"""")"
370,gallup_us199902,,United States,,,,1999,,,weight,roper,gallup_us,USAIPOGNS1999-9902009,,,,"list(file = file_path, var_names = c(""""q35"""", """"q39a"""", """"weight""""), var_cards = c(7, 7, 1), var_positions = c(39, 49, 13), var_widths = c(1, 1, 3), total_cards = 7,  card_pattern = """"(?<=^.{10})\\d"""", respondent_pattern = """"(?<=^\\s{2})\\d{4}"""")"
371,gallup_us200305,,United States,,,,2003,,,wtfctr,roper,gallup_us,USAIPOGNS2003-31,,,,
372,gallup_us200401,,United States,,,,2004,,,wtfctr,roper,gallup_us,USAIPOCNUS2004-02,,,,
373,gallup_us200402,,United States,,,,2004,,,wtfctr,roper,gallup_us,USAIPOGNS2004-08,,,,
374,gallup_us200508,,United States,,,,2005,,,wtfctr,roper,gallup_us,USAIPOGNS2005-39,,,,
375,gallup_us200709,,United States,,,,2007,,,wtfctr,roper,gallup_us,USAIPOUSA2007-30,,,,
376,gallup_us200905,,United States,,,,2009,,,wtfctr,roper,gallup_us,USAIPOGNS2009-09,,,,
377,gallup_us201112,,United States,,,,2011,,,wtfctr,roper,gallup_us,USAIPOUSA2011-22,,,,
378,gallup_us201211,,United States,,,,2012,,,wtfctr,roper,gallup_us,USAIPOUSA2012-19,,,,
379,gallup_vop2004,,country,iso3c,,"c(""""BRZ""""=""""Brazil"""", """"CRO""""=""""Croatia"""", """"CZR""""=""""Czechia"""", """"GER""""=""""Germany"""", """"GUA""""=""""Guatemala"""", """"ICE""""=""""Iceland"""", """"IRE""""=""""Ireland"""", """"KYA""""=""""Kenya"""", """"KVO""""=""""Kosovo"""", """"LTV""""=""""Latvia"""", """"LIT""""=""""Lithuania"""", """"MCD""""=""""North Macedonia"""", """"MDV""""=""""Moldova"""", """"PGY""""=""""Paraguay"""", """"RMA""""=""""Romania"""", """"RUSG""""=""""Russia"""", """"SER""""=""""Serbia"""", """"RSA""""=""""South Africa"""", """"SPN""""=""""Spain"""", """"SWI""""=""""Switzerland"""", """"TOG""""=""""Togo"""", """"UK""""=""""United Kingdom"""")",2004,,,wt,icpsr,gallup_vop,ICPSR_24681,,,,
380,gallup_vop2005,,country,iso3c,,"c(""""BRZ""""=""""Brazil"""", """"CRO""""=""""Croatia"""", """"CZR""""=""""Czechia"""", """"GER""""=""""Germany"""", """"GUA""""=""""Guatemala"""", """"ICE""""=""""Iceland"""", """"IRE""""=""""Ireland"""", """"KYA""""=""""Kenya"""", """"KVO""""=""""Kosovo"""", """"LTV""""=""""Latvia"""", """"LIT""""=""""Lithuania"""", """"MCD""""=""""North Macedonia"""", """"MDV""""=""""Moldova"""", """"PGY""""=""""Paraguay"""", """"RMA""""=""""Romania"""", """"RUSG""""=""""Russia"""", """"SER""""=""""Serbia"""", """"RSA""""=""""South Africa"""", """"SPN""""=""""Spain"""", """"SWI""""=""""Switzerland"""", """"TOG""""=""""Togo"""", """"UK""""=""""United Kingdom"""")",2005,,,weight,icpsr,gallup_vop,ICPSR_04636,,,,
381,gallup_vop2007,,country,iso3c,,"c(""""BRZ""""=""""Brazil"""", """"CRO""""=""""Croatia"""", """"CZR""""=""""Czechia"""", """"GER""""=""""Germany"""", """"GUA""""=""""Guatemala"""", """"ICE""""=""""Iceland"""", """"IRE""""=""""Ireland"""", """"KYA""""=""""Kenya"""", """"KVO""""=""""Kosovo"""", """"LTV""""=""""Latvia"""", """"LIT""""=""""Lithuania"""", """"MCD""""=""""North Macedonia"""", """"MDV""""=""""Moldova"""", """"PGY""""=""""Paraguay"""", """"RMA""""=""""Romania"""", """"RUSG""""=""""Russia"""", """"SER""""=""""Serbia"""", """"RSA""""=""""South Africa"""", """"SPN""""=""""Spain"""", """"SWI""""=""""Switzerland"""", """"TOG""""=""""Togo"""", """"UK""""=""""United Kingdom"""")",2007,,,wt,icpsr,gallup_vop,ICPSR_21441,,,,
382,ges1976,,Germany,,,,1976,,,,gesis,ges,ZA0823,,,,
383,ges1983,,Germany,,,,1983,,,,gesis,ges,ZA1276,,,,
384,ges1987,,Germany,,,,1987,,,,gesis,ges,ZA1536,,,,
385,ges1990,,Germany,,,,1990,,,,gesis,ges,ZA1920,,,,
386,icenes1983,,Iceland,,,,1983,,,,misc,icenes,icenes1983,,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1983_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1983_codebook_open_access_english_3release.pdf,
387,icenes1987,,Iceland,,,,1987,,,,misc,icenes,icenes1987,,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1987_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1987_codebook_open_access_english_3release.pdf,
388,icenes1991,,Iceland,,,,1991,,,,misc,icenes,icenes1991,,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1991_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1991_codebook_open_access_english_3release.pdf,
389,icenes1995,,Iceland,,,,1995,,,,misc,icenes,icenes1995,,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1995_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1995_codebook_open_access_english_3release.pdf,
390,icenes1999,,Iceland,,,,1999,,,,misc,icenes,icenes1999,,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1999_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_1999_codebook_open_access_english_3release.pdf,
391,icenes2003,,Iceland,,,,2003,,,,misc,icenes,icenes2003,,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2003_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2003_codebook_open_access_english_3release.pdf,
392,icenes2007,,Iceland,,,,2007,,,,misc,icenes,icenes2007,,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2007_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2007_codebook_open_access_english_3release.pdf,
393,icenes2009,,Iceland,,,,2009,,,,misc,icenes,icenes2009,,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2009_open_access_english_3release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/icenes_2009_codebook_open_access_english_3release.pdf,
394,icenes2013,,Iceland,,,,2013,,,,misc,icenes,icenes2013,,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/ICENES_2013/icenes_2013_open_access_english_1release.sav,http://fel.hi.is/sites/fel.hi.is/files/islenska_kosningarannsoknin/ICENESSecondrelease/2014/ICENES_2013/icenes_2013_codebook_open_access_english_1release.pdf,
,intune2007,,b,,,,NA,,"data_frame(orig=c(1:17,18), year = c(""""2007"""", """"2007"""",""""2007"""", """"2007"""", """"2007"""", """"2007"""",""""2007"""",""""2007"""",""""2007"""",""""2007"""",""""2007"""",""""2007"""",""""2007"""",""""2007"""",""""2007"""",""""2007"""",""""2007"""",""""2008""""))",w1,gesis,intune,ZA5695,,,,
,intune2009,,country,,,,2009,,,w1,gesis,intune,ZA5696,,,,
,isjp_comb9196,,v1,,,"c( """"Eastern Germany""""=""""Germany"""", """"Western Germany""""=""""Germany"""", """"Great Britain""""= """"United Kingdom"""")",,year,,weight,gesis,jsps,ZA3522,,,,
395,issp1985,,v3,,"data_frame(orig=c(""""aus"""", """"d"""", """"gb"""", """"usa"""", """"a"""", """"i""""), dest = c(""""Australia"""", """"Germany"""", """"United Kingdom"""", """"United States"""", """"Austria"""", """"Italy""""))",,NA,,"data_frame(orig=c(""""aus"""", """"d"""", """"gb"""", """"usa"""", """"a"""", """"i""""), year = c(""""1986"""", """"1985"""", """"1985"""", """"1985"""", """"1986"""", """"1985""""))",v141,gesis,issp,ZA1490,,,,
396,issp1987,,v3,,"data_frame(orig=c(""""aus"""", """"d"""", """"gb"""", """"usa"""", """"a"""", """"h"""", """"nl"""", """"i"""", """"ch"""", """"pl""""), dest = c(""""Australia"""", """"Germany"""", """"United Kingdom"""", """"United States"""", """"Austria"""", """"Hungary"""", """"Netherlands"""", """"Italy"""", """"Switzerland"""", """"Poland""""))",,NA,,"data_frame(orig=c(""""aus"""", """"d"""", """"gb"""", """"usa"""", """"a"""", """"h"""", """"nl"""", """"i"""", """"ch"""", """"pl""""), year = c(""""1988"""", """"1987"""", """"1987"""", """"1987"""", """"1988"""", """"1987"""", """"1987"""", """"1987"""", """"1987"""", """"1987""""))",v107,gesis,issp,ZA1680,,,,
397,issp1987ie,,Ireland,,,,1989,,,v107,gesis,issp,ZA1306,,,,
398,issp1988,,v3,,"data_frame(orig=c(""""aus"""", """"d"""", """"gb"""", """"usa"""", """"a"""", """"h"""", """"nl"""", """"i"""", """"irl""""), dest = c(""""Australia"""", """"Germany"""", """"United Kingdom"""", """"United States"""", """"Austria"""", """"Hungary"""", """"Netherlands"""", """"Italy"""", """"Ireland""""))",,NA,,"data_frame(orig=c(""""aus"""", """"d"""", """"gb"""", """"usa"""", """"a"""", """"h"""", """"nl"""", """"i"""", """"irl""""), year = c(""""1988"""", """"1988"""", """"1988"""", """"1988"""", """"1988"""", """"1988"""", """"1988"""", """"1989"""", """"1989""""))",v116,gesis,issp,ZA1700,,,,
399,issp1988au,,Australia,,,,1991,,,,gesis,issp,ZA1977,,,,
400,issp1990,,v3,,"data_frame(orig=c(""""aus"""", """"D-W"""", """"D-E"""", """"gb"""", """"nirl"""", """"usa"""", """"h"""", """"i"""", """"irl"""", """"n"""", """"il""""), dest = c(""""Australia"""", """"Germany"""", """"Germany"""", """"United Kingdom"""", """"Northern Ireland"""", """"United States"""", """"Hungary"""",  """"Italy"""", """"Ireland"""", """"Norway"""", """"Israel""""))",,NA,,"data_frame(orig=c(""""aus"""", """"D-W"""", """"D-E"""", """"gb"""", """"nirl"""", """"usa"""", """"h"""", """"i"""", """"n"""", """"irl"""", """"il""""), year = c(""""1990"""", """"1990"""", """"1990"""", """"1990"""", """"1990"""", """"1990"""", """"1990"""",  """"1990"""", """"1990"""", """"1991"""", """"1991""""))",v114,gesis,issp,ZA1950,,,,
